角色昵称,服务器名,违规次数
胡***来,克尔苏加德,首次违规
胡****鞋,伊森利恩,首次违规
胡****库,无尽之海,首次违规
胡****儿,阿古斯,首次违规
弧**歌,罗宁,多次违规
狐*哓,罗宁,多次违规
狐*适,格瑞姆巴托,首次违规
狐*球,燃烧之刃,首次违规
狐*萌,黑铁,多次违规
狐*呼,国王之谷,首次违规
狐*光,死亡之翼,多次违规
狐*呱,凤凰之神,多次违规
狐*敌,黑铁,首次违规
狐*旦,凤凰之神,多次违规
狐**紫,凤凰之神,多次违规
狐**雨,格瑞姆巴托,多次违规
狐**猷,卡拉赞,首次违规
狐**涂,死亡之翼,首次违规
狐**凃,死亡之翼,首次违规
狐**克,奎尔萨拉斯,多次违规
狐**丶,凤凰之神,多次违规
狐**刀,贫瘠之地,首次违规
狐**丷,格瑞姆巴托,首次违规
狐***者,血羽,首次违规
狐***訞,霜之哀伤,首次违规
狐***米,布兰卡德,多次违规
狐***丶,耐奥祖,首次违规
狐****王,伊森利恩,首次违规
忽*葱,血环,首次违规
忽**闪,无尽之海,多次违规
忽**萨,巨龙之吼,首次违规
忽**牧,巨龙之吼,首次违规
忽**里,罗宁,多次违规
忽***雪,罗宁,首次违规
呼*你,斩魔者,首次违规
呼**味,罗宁,多次违规
呼***睡,血色十字军,多次违规
呼***吼,地狱之石,首次违规
呼***风,影之哀伤,首次违规
呼****子,丽丽（四川）,首次违规
乎***地,亚雷戈斯,首次违规
後***丶,冰霜之刃,多次违规
厚*吉,无尽之海,多次违规
厚**子,燃烧之刃,首次违规
后*裔,克洛玛古斯,多次违规
后*独,阿古斯,首次违规
后**裔,伊森利恩,首次违规
后**电,凤凰之神,首次违规
后***王,白银之手,首次违规
后***手,熊猫酒仙,多次违规
后****丨,白银之手,首次违规
后****丨,白银之手,首次违规
吼*灞,死亡之翼,首次违规
吼****力,格瑞姆巴托,首次违规
猴*纸,主宰之剑,首次违规
猴*壹,安苏,首次违规
猴*生,鬼雾峰,首次违规
猴*桑,丽丽（四川）,首次违规
猴*雷,戈提克,首次违规
侯*谢,燃烧之刃,首次违规
鸿*羽,埃德萨拉,多次违规
鸿*寺,格瑞姆巴托,多次违规
鸿*客,影之哀伤,首次违规
鸿**生,远古海滩,首次违规
鸿****六,凤凰之神,多次违规
紅*隆,奥达曼,首次违规
紅*狼,影之哀伤,多次违规
紅**逝,伊森利恩,首次违规
紅**奔,凤凰之神,首次违规
紅***矢,血环,首次违规
紅***奶,凤凰之神,首次违规
洪*寳,影之哀伤,首次违规
虹**罒,凤凰之神,首次违规
虹**城,伊利丹,多次违规
荭**头,死亡之翼,首次违规
泓*妤,格瑞姆巴托,首次违规
宏**啊,阿纳克洛斯,首次违规
红*中,蓝龙军团,多次违规
红*月,无底海渊,首次违规
红*羽,死亡之翼,首次违规
红*鱼,燃烧之刃,首次违规
红*誒,瓦拉纳,首次违规
红*彤,月光林地,首次违规
红*桃,玛里苟斯,首次违规
红*士,安苏,多次违规
红*山,血色十字军,多次违规
红*蛆,无尽之海,多次违规
红*霖,熊猫酒仙,首次违规
红*凯,燃烧之刃,首次违规
红*戒,罗宁,首次违规
红*丶,末日行者,多次违规
红*叉,罗宁,多次违规
红*匕,燃烧之刃,首次违规
红**至,贫瘠之地,多次违规
红**月,凤凰之神,首次违规
红**鱼,燃烧之刃,多次违规
红**血,末日行者,首次违规
红**笑,凤凰之神,首次违规
红**坨,主宰之剑,多次违规
红**天,埃德萨拉,首次违规
红**手,主宰之剑,首次违规
红**师,布兰卡德,首次违规
红**神,索瑞森,首次违规
红**闪,黑龙军团,首次违规
红**三,暗影迷宫,首次违规
红**刃,无尽之海,首次违规
红**排,安苏,首次违规
红**牛,凤凰之神,首次违规
红**陌,阿拉索,首次违规
红**咩,影之哀伤,首次违规
红**夢,死亡之翼,首次违规
红**满,主宰之剑,多次违规
红**凯,凤凰之神,首次违规
红**凯,血色十字军,首次违规
红**灬,死亡之翼,首次违规
红**红,死亡之翼,多次违规
红**根,冰风岗,多次违规
红**哥,凤凰之神,首次违规
红**嘎,燃烧之刃,多次违规
红**豆,鹰巢山,多次违规
红**爹,埃德萨拉,首次违规
红**丶,奥尔加隆,首次违规
红**丶,白银之手,首次违规
红**丶,熊猫酒仙,首次违规
红**丶,纳克萨玛斯,首次违规
红**车,艾萨拉,首次违规
红**爆,熊猫酒仙,多次违规
红**爸,白银之手,首次违规
红***子,布兰卡德,多次违规
红***兹,冰风岗,首次违规
红***战,白银之手,首次违规
红***头,影之哀伤,多次违规
红***天,燃烧之刃,首次违规
红***手,白银之手,多次违规
红***生,萨尔,首次违规
红***少,暗影之月,首次违规
红***上,燃烧之刃,首次违规
红***情,罗宁,多次违规
红***墙,白银之手,首次违规
红***牛,白银之手,首次违规
红***路,凤凰之神,首次违规
红***客,燃烧之刃,多次违规
红***凯,米奈希尔,首次违规
红***魂,塞拉摩,首次违规
红***黑,梅尔加尼,首次违规
红***锅,白银之手,首次违规
红***滚,死亡之翼,首次违规
红***瓜,影之哀伤,多次违规
红***多,冰风岗,首次违规
红***段,凤凰之神,多次违规
红***丁,血色十字军,多次违规
红***丶,血色十字军,首次违规
红***敌,影之哀伤,首次违规
红***锤,死亡之翼,首次违规
红***冰,末日祷告祭坛,首次违规
红****子,血色十字军,首次违规
红****羽,燃烧之刃,多次违规
红****翼,伊森利恩,首次违规
红****特,血色十字军,多次违规
红****手,迅捷微风,首次违规
红****生,罗宁,多次违规
红****萨,凤凰之神,首次违规
红****面,伊森利恩,多次违规
红****炉,燃烧之刃,首次违规
红****海,白银之手,首次违规
红****烦,黑龙军团,多次违规
红****豆,主宰之剑,首次违规
红****丶,伊森利恩,首次违规
红****城,安苏,首次违规
红****标,血吼,首次违规
红****吖,血色十字军,多次违规
弘*猎,末日行者,首次违规
烘*泥,影之哀伤,首次违规
轰****版,加基森,多次违规
横*滚,熊猫酒仙,首次违规
横**雨,影之哀伤,多次违规
横**物,迅捷微风,首次违规
横**路,金色平原,首次违规
横**极,主宰之剑,多次违规
横**海,白银之手,首次违规
横***雨,霜之哀伤,首次违规
横****舍,冰风岗,首次违规
横****丶,白银之手,首次违规
哼*子,梦境之树,首次违规
哼**唧,玛瑟里顿,首次违规
恨*央,加里索斯,首次违规
恨**人,冰风岗,多次违规
很*明,罗宁,多次违规
很*滑,凤凰之神,多次违规
很*丶,罗宁,多次违规
很**人,鬼雾峰,首次违规
很***猪,伊森利恩,首次违规
很***真,风暴峭壁,首次违规
很***骑,血色十字军,首次违规
很***德,翡翠梦境,首次违规
很***铛,凤凰之神,多次违规
很***蛋,无尽之海,首次违规
很***吃,白银之手,首次违规
很****字,格瑞姆巴托,多次违规
很****释,燃烧之刃,首次违规
很****赫,凤凰之神,首次违规
潶*手,影之哀伤,首次违规
潶**足,影之哀伤,首次违规
潶**忆,阿古斯,多次违规
嘿*鎍,莱索恩,多次违规
嘿*丶,索瑞森,首次违规
嘿*鞭,烈焰峰,首次违规
嘿**那,血色十字军,多次违规
嘿**绿,试炼之环,首次违规
嘿**梁,白银之手,首次违规
嘿**嘿,主宰之剑,首次违规
嘿**孩,伊森利恩,首次违规
嘿***呀,贫瘠之地,首次违规
嘿***猫,安苏,首次违规
嘿****呢,罗宁,首次违规
嘿****丶,主宰之剑,首次违规
嘿****包,伊森利恩,多次违规
黑*鬃,死亡之翼,多次违规
黑*子,白银之手,首次违规
黑*中,阿古斯,首次违规
黑*月,无尽之海,首次违规
黑*月,燃烧之刃,首次违规
黑*妖,死亡之翼,首次违规
黑*阳,燃烧之刃,首次违规
黑*熊,暗影之月,首次违规
黑*星,冰风岗,多次违规
黑*阗,熊猫酒仙,多次违规
黑*瑟,伊森利恩,首次违规
黑*散,罗宁,多次违规
黑*骑,死亡之翼,首次违规
黑*鸟,罗宁,多次违规
黑*尼,血吼,多次违规
黑*么,织亡者,首次违规
黑*灵,罗宁,首次违规
黑*焦,死亡之翼,首次违规
黑*椒,死亡之翼,首次违规
黑*灬,死亡之翼,首次违规
黑*鎽,火焰之树,首次违规
黑*哚,罗宁,首次违规
黑*潮,月光林地,首次违规
黑*巴,死亡之翼,首次违规
黑*吖,影之哀伤,首次违规
黑**语,燃烧之刃,首次违规
黑**易,红龙女王,多次违规
黑**夜,白银之手,首次违规
黑**羊,梦境之树,多次违规
黑**言,国王之谷,首次违规
黑**雪,冰风岗,首次违规
黑**淆,主宰之剑,首次违规
黑**狭,凤凰之神,首次违规
黑**虾,国王之谷,首次违规
黑**王,奥特兰克,首次违规
黑**王,麦迪文,首次违规
黑**塔,冰风岗,首次违规
黑**手,克尔苏加德,多次违规
黑**師,迅捷微风,首次违规
黑**烧,巫妖之王,多次违规
黑**煞,影之哀伤,首次违规
黑**宁,无尽之海,首次违规
黑**奶,寒冰皇冠,多次违规
黑**魔,凤凰之神,首次违规
黑**米,凤凰之神,首次违规
黑**驴,血色十字军,首次违规
黑**洛,奥尔加隆,多次违规
黑**戮,无尽之海,首次违规
黑**零,克尔苏加德,多次违规
黑**林,灰谷,多次违规
黑**猎,暗影之月,首次违规
黑**均,拉格纳罗斯,多次违规
黑**几,希尔瓦娜斯,多次违规
黑**灬,影之哀伤,多次违规
黑**花,罗宁,多次违规
黑**癋,狂热之刃,首次违规
黑**和,罗宁,多次违规
黑**弗,斩魔者,首次违规
黑**度,熔火之心,多次违规
黑**丁,奥尔加隆,首次违规
黑**丶,安苏,首次违规
黑**丶,罗宁,首次违规
黑**丶,伊森利恩,多次违规
黑**带,凤凰之神,多次违规
黑**大,燃烧之刃,首次违规
黑**朝,罗宁,首次违规
黑**包,凤凰之神,首次违规
黑**爸,白银之手,多次违规
黑***汁,凤凰之神,首次违规
黑***长,死亡之翼,多次违规
黑***章,死亡之翼,首次违规
黑***芋,埃德萨拉,多次违规
黑***妖,燃烧之刃,多次违规
黑***演,格雷迈恩,首次违规
黑***熊,安苏,多次违规
黑***心,白银之手,首次违规
黑***仙,凤凰之神,首次违规
黑***王,菲拉斯,多次违规
黑***王,白银之手,多次违规
黑***艇,凤凰之神,多次违规
黑***水,安苏,多次违规
黑***生,永恒之井,首次违规
黑***乳,霜之哀伤,首次违规
黑***乳,影之哀伤,首次违规
黑***肉,燃烧之刃,首次违规
黑***仁,伊森利恩,首次违规
黑***人,死亡之翼,首次违规
黑***奇,白银之手,首次违规
黑***片,鬼雾峰,首次违规
黑***牛,熊猫酒仙,首次违规
黑***牛,凤凰之神,多次违规
黑***念,卡德加,首次违规
黑***花,回音山,首次违规
黑***黑,主宰之剑,首次违规
黑***寒,奥特兰克,首次违规
黑***官,诺莫瑞根,首次违规
黑***戈,海克泰尔,首次违规
黑***乀,影之哀伤,首次违规
黑***方,燃烧之刃,首次违规
黑***殿,白银之手,首次违规
黑***丶,凤凰之神,首次违规
黑***丶,提瑞斯法,首次违规
黑***丶,冰风岗,首次违规
黑***丶,伊森利恩,首次违规
黑***丶,白银之手,首次违规
黑***丶,燃烧之刃,首次违规
黑***丶,死亡之翼,首次违规
黑***丶,凤凰之神,多次违规
黑***丶,凤凰之神,多次违规
黑***潮,死亡之翼,首次违规
黑***藏,格瑞姆巴托,多次违规
黑****子,燃烧之刃,首次违规
黑****圆,冰风岗,多次违规
黑****影,诺森德,首次违规
黑****忆,凤凰之神,多次违规
黑****望,能源舰,首次违规
黑****晚,凤凰之神,多次违规
黑****特,库德兰,多次违规
黑****兽,冰风岗,多次违规
黑****兽,提尔之手,多次违规
黑****手,死亡之翼,首次违规
黑****生,白银之手,首次违规
黑****钱,燃烧之刃,首次违规
黑****排,遗忘海岸,首次违规
黑****那,晴日峰（江苏）,首次违规
黑****面,死亡之翼,首次违规
黑****斓,血色十字军,首次违规
黑****裤,凤凰之神,首次违规
黑****空,回音山,首次违规
黑****家,死亡之翼,首次违规
黑****灬,血环,首次违规
黑****灰,燃烧之刃,首次违规
黑****黑,安苏,首次违规
黑****鸽,白银之手,首次违规
黑****比,布兰卡德,多次违规
黒*兽,奥尔加隆,首次违规
黒**羽,格瑞姆巴托,多次违规
黒**临,白银之手,首次违规
黒**多,熊猫酒仙,首次违规
黒***丶,凤凰之神,多次违规
鹤*九,黑铁,首次违规
鹤*九,鬼雾峰,首次违规
鹤**人,埃德萨拉,多次违规
赫*呀,影之哀伤,首次违规
赫*脦,加兹鲁维,首次违规
赫*瑟,主宰之剑,首次违规
赫*拉,伊森利恩,首次违规
赫*丶,丽丽（四川）,首次违规
赫*丶,伊森利恩,多次违规
赫**塔,贫瘠之地,多次违规
赫**水,龙骨平原,首次违规
赫**日,主宰之剑,首次违规
赫**夫,燃烧之刃,多次违规
赫***斯,克尔苏加德,多次违规
赫***伦,死亡之翼,多次违规
赫***尔,主宰之剑,首次违规
赫***彻,凤凰之神,首次违规
赫****人,国王之谷,首次违规
赫****姆,格瑞姆巴托,首次违规
賀**丶,凤凰之神,首次违规
盒*崽,熔火之心,多次违规
核*海,白银之手,多次违规
核*弹,罗宁,首次违规
核**空,白银之手,首次违规
核**比,白银之手,首次违规
核***爪,格瑞姆巴托,多次违规
核***筋,伊森利恩,首次违规
核****变,格瑞姆巴托,首次违规
荷*马,燃烧之刃,多次违规
荷**丨,死亡之翼,多次违规
河*西,影之哀伤,首次违规
河*猫,苏塔恩,多次违规
河**辉,无尽之海,首次违规
河**宝,凯尔萨斯,首次违规
河***吴,暗影之月,首次违规
河***丶,罗宁,首次违规
河***丶,死亡之翼,多次违规
河****行,伊森利恩,首次违规
和*声,艾露恩,首次违规
和*缓,艾露恩,首次违规
和*歌,血色十字军,首次违规
和**雨,雷霆号角,首次违规
和**弦,伊萨里奥斯,首次违规
和**雾,罗宁,首次违规
和**舞,梅尔加尼,首次违规
和**阱,血色十字军,首次违规
和**尘,末日祷告祭坛,首次违规
和***生,凤凰之神,首次违规
和***丶,黑翼之巢,首次违规
和***丶,主宰之剑,首次违规
和****秀,伊森利恩,首次违规
何*壮,血色十字军,首次违规
何*然,麦迪文,多次违规
何*秋,神圣之歌,首次违规
何*浪,凤凰之神,首次违规
何*盹,国王之谷,首次违规
何*东,克尔苏加德,多次违规
何**涯,冰风岗,多次违规
何**乡,安苏,首次违规
何**灬,凤凰之神,多次违规
何***途,丽丽（四川）,首次违规
何***睡,古达克,首次违规
何***欢,死亡之翼,多次违规
何***狗,罗宁,首次违规
何***次,伊森利恩,首次违规
何****躁,迦拉克隆,多次违规
何****采,血色十字军,首次违规
合*宅,霜之哀伤,首次违规
合**婚,安苏,首次违规
合**哥,国王之谷,首次违规
合****龙,伊森利恩,首次违规
禾*急,神圣之歌,首次违规
禾**下,贫瘠之地,多次违规
禾**皆,深渊之巢,多次违规
喝*了,冰风岗,多次违规
喝*得,血色十字军,多次违规
喝***醉,白银之手,多次违规
喝***汁,藏宝海湾,多次违规
喝***拳,影之哀伤,首次违规
喝***咪,格瑞姆巴托,首次违规
喝***点,熊猫酒仙,多次违规
喝****子,狂热之刃,首次违规
喝****哮,鬼雾峰,首次违规
喝****吗,凤凰之神,多次违规
灏*之,死亡之翼,多次违规
皓**战,罗宁,多次违规
皓**雨,伊森利恩,首次违规
皓**僧,罗宁,首次违规
皓**空,红龙军团,多次违规
皓**痕,红龙军团,多次违规
皓****丶,血色十字军,多次违规
浩*侵,玛维·影歌,首次违规
浩**勇,冰风岗,首次违规
浩**酱,时光之穴,首次违规
浩**哥,天空之墙,首次违规
浩**罡,遗忘海岸,首次违规
浩***子,白银之手,首次违规
浩***注,激流之傲,多次违规
浩***骑,伊森利恩,首次违规
浩****张,死亡之翼,首次违规
浩****手,燃烧之刃,首次违规
耗*鱼,提尔之手,首次违规
耗**汁,燃烧之刃,多次违规
耗**汁,白骨荒野,多次违规
耗**狗,埃德萨拉,多次违规
昊***量,丽丽（四川）,首次违规
郝*爷,死亡之翼,首次违规
郝*险,亚雷戈斯,首次违规
郝*棍,伊森利恩,首次违规
好*嘢,白银之手,首次违规
好*來,燃烧之刃,首次违规
好*君,影之哀伤,多次违规
好*鬼,冰风岗,首次违规
好*烦,白银之手,首次违规
好*鹅,燃烧之刃,首次违规
好**稚,罗宁,首次违规
好**渝,白银之手,首次违规
好**爷,安苏,首次违规
好**演,贫瘠之地,首次违规
好**想,燃烧之刃,多次违规
好**瞧,白银之手,首次违规
好**派,灰谷,首次违规
好**溅,巫妖之王,首次违规
好**見,伊森利恩,首次违规
好**公,布兰卡德,首次违规
好**丶,埃德萨拉,首次违规
